Nombre del recurso,Academia/Instituto,Archivos,Descripción del recurso,Efecto panico,Función del mensaje,Idioma que enseña,Link,Material Base,Número,Subítem,Texto,Tipo de palabra,Tipo de recurso,Tipo de signo,descripción del signo,ítem principal
Mall,CCch,mall.png,"La imagen tiene un fondo blanco. En la parte superior, hay una burbuja de diálogo blanca con un borde negro que contiene la palabra ""mall"" en negro. Debajo de la burbuja, hay otra burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""shāngchǎng"" en rojo. Debajo de esta burbuja, hay una fotografía del interior de un centro comercial con múltiples niveles, escaleras mecánicas y tiendas. Los colores predominantes son el blanco, el negro, el azul, el rojo y los tonos de la fotografía del centro comercial.",No,Anclaje,Chino Mandarín,,Desconocido,179,,,Lugares,Foto,Icono,,
Gimnasio,CCch,gimnasio.png,"La imagen tiene un fondo blanco. En la parte superior, hay una burbuja de diálogo blanca con un borde negro que contiene la palabra ""gimnasio"" en negro. Debajo de la burbuja, hay otra burbuja de diálogo blanca con un borde azul que contiene tres caracteres chinos en negro y la palabra ""tǐyùguǎn"" en rojo. Debajo de esta burbuja, hay una fotografía del interior de un gran estadio o gimnasio con asientos azules y una cancha en el centro. Los colores predominantes son el blanco, el negro, el azul, el rojo y los tonos de la fotografía del gimnasio.",Si,Anclaje,Chino Mandarín,,Desconocido,180,,"En este caso, gimnasio queda corto, podria reemplazarse mejor por cancha, estadio, recinto deportivo.",Lugares,Foto,Icono,,
Cine,CCch,cine.png,"La imagen tiene un fondo blanco. En la parte superior, hay una burbuja de diálogo blanca con un borde negro que contiene la palabra ""cine"" en negro. Debajo de la burbuja, hay otra burbuja de diálogo blanca con un borde azul que contiene tres caracteres chinos en negro y la palabra ""diànyǐngyuàn"" en rojo. Debajo de esta burbuja, hay una fotografía del interior de una sala de cine vacía con filas de asientos rojos y una gran pantalla. Los colores predominantes son el blanco, el negro, el azul, el rojo y los tonos de la fotografía del cine.",No,Anclaje,Chino Mandarín,,Desconocido,181,,,Lugares,Foto,Icono,,
Escuela de idiomas,CCch,escueladeidiomas.png,"La imagen tiene un fondo blanco. En la parte izquierda, hay una burbuja de diálogo blanca con un borde negro que contiene las palabras ""escuela de idiomas"" en negro. Debajo de la burbuja, hay un icono de una persona sentada frente a un escritorio con un libro y un puntero. A la derecha de la burbuja, hay otra burbuja de diálogo blanca con un borde azul que contiene tres caracteres chinos en negro y la frase ""yǔyán xuéxiào"" en rojo. Debajo de esta burbuja, hay una fotografía de un aula con un profesor y varios estudiantes sentados alrededor de mesas. Los colores predominantes son el blanco, el negro, el azul, el rojo y los tonos de la fotografía del aula.",No,Anclaje,Chino Mandarín,,Desconocido,182,,,Lugares,Foto,índice,"La imagen muestra una sala de clase, pero no es explicito que se trate de una escuela de idiomas. ",
Escuela,CCch,colegio.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la frase ""escuela/colegio"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""xuéxiào"" en rojo y dos caracteres chinos en negro. A la derecha de la burbuja, hay una fotografía de la fachada de un edificio que parece ser una escuela o colegio, con un letrero que dice ""COLEGIO SAN MARCOS"". Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la fotografía del edificio.",No,Anclaje,Chino Mandarín,,Desconocido,183,,,Lugares,Foto,Icono,"Pensé en colocarlo como simbolo, porque representa a una escuela real, pero creo que esta escuela no representa a todas las escuelas. Entonces es un icono porque nombra claramente al objeto “colegio”",
Cosa,CCch,cosa.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""cosa"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""dōngxi"" en rojo y dos caracteres chinos en negro. A la derecha de la burbuja, hay una burbuja de diálogo roja con la palabra ""cosa"" en blanco. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo y el azul.",Si,Anclaje,Chino Mandarín,,Desconocido,184,,"Hay muchas cosas que son cosa, pero la palabra cosa en un globo de dialogo rojo no es lo mas acertado",Cosas,Tipografía,Icono,,
Taxi,CCch,taxi.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""taxi"" en negro. En la parte inferior derecha, hay una burbuja de diálogo blanca con un borde azul que contiene tres caracteres chinos en negro y la palabra ""chūzūchē"" en rojo. A la izquierda de la burbuja, hay una fotografía de un letrero amarillo de ""TAXI"" en el techo de un coche, con luces borrosas de fondo. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la fotografía del taxi.",No,Anclaje,Chino Mandarín,,Desconocido,185,,,Cosas,Foto,Icono,,
Avión,CCch,avion.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""avión"" en negro. En la parte inferior derecha, hay una burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""fēijī"" en rojo. A la izquierda de la burbuja, hay una fotografía de un avión blanco volando en un cielo azul con nubes. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la fotografía del avión.",No,Anclaje,Chino Mandarín,,Desconocido,186,,,Cosas,Foto,Icono,,
Ropa,CCch,ropa%201.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""ropa"" en negro. En la parte inferior derecha, hay una burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""yīfu"" en rojo. A la izquierda de la burbuja, hay una fotografía de una percha llena de ropa de diferentes colores. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la ropa.",No,Anclaje,Chino Mandarín,,Desconocido,187,,,Cosas,Foto,Icono,,
Fruta,CCch,frut.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""fruta"" en negro. En la parte inferior derecha, hay una burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""shuǐguǒ"" en rojo. A la izquierda de la burbuja, hay una fotografía de una variedad de frutas coloridas, incluyendo naranjas, kiwis, plátanos, uvas y manzanas. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de las frutas.",No,Anclaje,Chino Mandarín,,Desconocido,188,,,Comida,Foto,Icono,,
Cuerpo,CCch,cuerpo.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la frase ""cuerpo/físico"" en negro. En la parte inferior derecha, hay una burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""shēntǐ"" en rojo. A la izquierda de la burbuja, hay una ilustración del Hombre de Vitruvio de Leonardo da Vinci. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la ilustración.",No,Anclaje,Chino Mandarín,,Desconocido,189,,,Cosas,Ilustración,Simbolo,El hombre de vitruvio es ha sido altamente connotado por representar el cuerpo humano.,
Silla,CCch,silla.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""silla"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""yǐzi"" en rojo y dos caracteres chinos en negro. A la derecha de la burbuja, hay una cuadrícula de seis sillas de diseño moderno de diferentes colores y estilos. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul, el verde y el transparente.",No,Anclaje,Chino Mandarín,,Desconocido,190,,,Cosas,Foto,Icono,,
Esto,CCch,este.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la frase ""este/a"" en negro. A la derecha de la burbuja, está la palabra ""ese/a"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""zhè"" en rojo y un carácter chino en negro. A la derecha de la burbuja, hay una ilustración de un niño sosteniendo una manzana roja y señalándola con el dedo. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la ilustración del niño y la manzana.",No,Anclaje,Chino Mandarín,,Desconocido,191,,,Cosas,Ilustración,Icono,,
Dinero,CCch,dinero.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""dinero"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""qián"" en rojo y un carácter chino en negro. A la derecha de la burbuja, hay una fotografía de un montón de billetes de diferentes monedas. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de los billetes.",No,Anclaje,Chino Mandarín,,Desconocido,192,,,Cosas,Foto,Icono,,
Gato,CCch,gato.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""gato"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""māo"" en rojo y un carácter chino en negro. A la derecha de la burbuja, hay una fotografía de un gatito atigrado con ojos grandes y orejas plegadas, acostado sobre una superficie naranja. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos del gatito y el fondo.",No,Anclaje,Chino Mandarín,,Desconocido,193,,,Cosas,Foto,Icono,,
Taza,CCch,taza.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""taza"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""bēizi"" en rojo y dos caracteres chinos en negro. A la derecha de la burbuja, hay una cuadrícula de varias tazas y vasos de diferentes colores y diseños. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul, el verde, el amarillo y el naranja.",No,Anclaje,Chino Mandarín,,Desconocido,194,,,Cosas,Foto,Icono,,
Perro,CCch,perro.png,"La imagen tiene un fondo blanco en la parte superior y gris claro en la parte inferior. En la parte superior, hay una burbuja de diálogo rosa con un borde blanco y dos estrellas rosadas, que contiene la palabra ""perro"" en negro. En la parte inferior izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene la palabra ""gǒu"" en rojo y un carácter chino en negro. A la derecha de la burbuja, hay una fotografía en blanco y negro de un cachorro blanco y esponjoso con una expresión juguetona. Los colores predominantes son el blanco, el gris claro, el rosa, el negro, el rojo, el azul y los tonos de la fotografía en blanco y negro del cachorro.",No,Anclaje,Chino Mandarín,,Desconocido,195,,,Cosas,Foto,Icono,,
Pan,CCch,pan.png,"La imagen tiene un fondo gris claro. En la parte izquierda, hay una burbuja de diálogo blanca con un borde azul que contiene dos caracteres chinos en negro y la palabra ""miànbāo"" en rojo. A la derecha de la burbuja, hay una fotografía de una variedad de panes, incluyendo baguettes, croissants y bollos. En la parte inferior derecha de la imagen, superpuesta sobre el pan, está la palabra ""pan"" en letras moradas con un contorno blanco. Los colores predominantes son el gris claro, el blanco, el azul, el negro, el rojo, los tonos dorados y marrones del pan, y el morado.",No,Anclaje,Chino Mandarín,,Desconocido,196,,,Comida,Foto,Icono,,
